feature,Cycles_to_WW,Cycles_to_HPC_SV,Cycles_to_HPT_SV,abs_max_corr
tri_ratio_diff_Sensed_Altitude_Sensed_T3_Sensed_T45,0.09350340350858455,0.3534587294839904,0.5673391348409553,0.5673391348409553
tri_ratio_diff_Sensed_Pamb_Sensed_T3_Sensed_T45,0.08199748423289516,0.34756224713791695,0.5671145379476312,0.5671145379476312
tri_ratio_diff_Sensed_Mach_Sensed_T3_Sensed_T45,0.07148417099086585,0.31800246583137937,0.5075766857250124,0.5075766857250124
meta_product_T3T45_Ps3P25,0.04351446007157454,0.21822977767811425,0.5014352690159664,0.5014352690159664
ratio_inv_Sensed_T25_Sensed_T5,-0.09544388234350978,-0.48776952547452657,-0.4328712992165088,0.48776952547452657
temp_increment_Sensed_T25_Sensed_T5,-0.09544388229863528,-0.48776952529405415,-0.43287129911855426,0.48776952529405415
diff_Sensed_T3_Sensed_T45,0.06217346207432227,0.28877988669257804,0.4735363007862366,0.4735363007862366
temp_diff_Sensed_T3_Sensed_T45,0.06217346207432227,0.28877988669257804,0.4735363007862366,0.4735363007862366
temp_increment_squared_Sensed_T25_Sensed_T45,-0.09456719872700467,-0.45788108759462165,-0.4622381103051724,0.4622381103051724
tri_ratio_diff_Sensed_WFuel_Sensed_Fan_Speed_Sensed_T45,0.11484427038640384,0.4487743684668488,0.3974205332644427,0.4487743684668488
tri_ratio_diff_Sensed_Altitude_Sensed_Fan_Speed_Sensed_T5,-0.09053164431931027,-0.4486647882758086,-0.4100176085239111,0.4486647882758086
tri_ratio_diff_Sensed_Pamb_Sensed_Fan_Speed_Sensed_T45,0.11119369444245976,0.4459412822752092,0.4056591565209627,0.4459412822752092
quad_diff_ratio_Sensed_Pamb_Sensed_VAFN_Sensed_Fan_Speed_Sensed_T45,-0.11179692152958187,-0.44483150200520427,-0.3947400341873514,0.44483150200520427
tri_ratio_diff_Sensed_Altitude_Sensed_Fan_Speed_Sensed_T45,0.11362885565179168,0.4434929416111772,0.4005493171528085,0.4434929416111772
tri_ratio_diff_Sensed_Mach_Sensed_Fan_Speed_Sensed_T45,0.10897499345476709,0.44222123365908156,0.39926739791451504,0.44222123365908156
tri_ratio_sum_Sensed_T3_Sensed_P25_Sensed_T5,0.0473720743400666,0.2651229524528339,0.4369242252709743,0.4369242252709743
tri_ratio_diff_Sensed_Mach_Sensed_Fan_Speed_Sensed_T5,-0.1009759904115984,-0.4364889711796142,-0.40094128313288024,0.4364889711796142
tri_ratio_diff_Sensed_Pamb_Sensed_Fan_Speed_Sensed_T5,-0.09692691345371598,-0.43471233909960105,-0.3866587467808045,0.43471233909960105
tri_diff_ratio_Sensed_T3_Sensed_P25_Sensed_T5,0.04657289899830823,0.26170749805070187,0.43037649133970046,0.43037649133970046
temp_diff_Sensed_T25_Sensed_T5,0.08558279455810354,0.4288418552111142,0.35451127369938484,0.4288418552111142
diff_Sensed_T25_Sensed_T5,0.08558279455810354,0.4288418552111142,0.35451127369938484,0.4288418552111142
tri_diff_ratio_Sensed_Pamb_Sensed_T3_Sensed_T5,-0.04665190391870973,-0.26151632642687894,-0.4253813241767562,0.4253813241767562
tri_weighted_Sensed_WFuel_Sensed_T3_Sensed_T5,0.04692967447842729,0.2626148820342551,0.4253216598365601,0.4253216598365601
tri_sum_ratio_Sensed_WFuel_Sensed_T3_Sensed_T5,0.04685712237939006,0.2624357766979714,0.4251653406559293,0.4251653406559293
tri_mean_ratio_Sensed_WFuel_Sensed_T3_Sensed_T5,0.04685712237939006,0.2624357766979714,0.4251653406559293,0.4251653406559293
tri_diff_ratio_Sensed_Mach_Sensed_T3_Sensed_T5,-0.046778057119224545,-0.26220151651579116,-0.4250760152371187,0.4250760152371187
temp_ratio_Sensed_T3_Sensed_T5,0.04678432640491802,0.262255158786036,0.42500648459327506,0.42500648459327506
ratio_Sensed_T3_Sensed_T5,0.04678432640491802,0.262255158786036,0.42500648459327506,0.42500648459327506
tri_sum_ratio_Sensed_Mach_Sensed_T3_Sensed_T5,0.046790566650756614,0.262308621028944,0.42493680802168593,0.42493680802168593
tri_mean_ratio_Sensed_Mach_Sensed_T3_Sensed_T5,0.046790566650756614,0.262308621028944,0.42493680802168593,0.42493680802168593
tri_weighted_Sensed_Mach_Sensed_T3_Sensed_T5,0.04679677792048694,0.262361903598506,0.4248669861243456,0.4248669861243456
tri_diff_ratio_Sensed_WFuel_Sensed_T3_Sensed_T5,-0.04671128843091177,-0.26207303472563603,-0.42484509965842654,0.42484509965842654
temp_increment_squared_Sensed_T25_Sensed_T3,-0.023544754431663498,-0.16625946046456985,0.4247321559589755,0.4247321559589755
tri_mean_ratio_Sensed_Pamb_Sensed_T3_Sensed_T5,0.046913827549611,0.26297764575287624,0.42461896117107645,0.42461896117107645
tri_sum_ratio_Sensed_Pamb_Sensed_T3_Sensed_T5,0.046913827549611,0.26297764575287624,0.42461896117107645,0.42461896117107645
tri_weighted_Sensed_Pamb_Sensed_T3_Sensed_T5,0.04704045446857456,0.263684051422053,0.4242191735158587,0.4242191735158587
tri_weighted_Sensed_T3_Sensed_P25_Sensed_T5,0.04687685990843997,0.26246293793893294,0.4222913138444287,0.4222913138444287
tri_mean_ratio_Sensed_T3_Sensed_P25_Sensed_T5,0.046961070588426794,0.2626292955908547,0.41956038101805465,0.41956038101805465
tri_sum_ratio_Sensed_T3_Sensed_P25_Sensed_T5,0.046961070588426794,0.2626292955908547,0.41956038101805465,0.41956038101805465
tri_weighted_Sensed_T3_Sensed_T45_Sensed_T5,0.05200930162835018,0.29638343508697196,0.41800522561681747,0.41800522561681747
tri_ratio_sum_Sensed_T3_Sensed_T45_Sensed_T5,0.03973272625411509,0.2152560402933959,0.4167523088243304,0.4167523088243304
tri_ratio_diff_Sensed_T3_Sensed_P25_Sensed_T5,0.046118020160540646,0.2590087138709691,0.41264784071069605,0.41264784071069605
ratio_Sensed_TAT_Sensed_T5,0.0716608868533681,0.40593401070671986,0.36105833941817894,0.40593401070671986
tri_sum_ratio_Sensed_T3_Sensed_T45_Sensed_T5,0.05404946155730389,0.31132228217984126,0.3971158753643711,0.3971158753643711
tri_mean_ratio_Sensed_T3_Sensed_T45_Sensed_T5,0.05404946155730389,0.31132228217984126,0.3971158753643711,0.3971158753643711
tri_ratio_sum_Sensed_T3_Sensed_T45_Sensed_P25,0.03182273873324057,0.16622166017289497,0.3794580422359622,0.3794580422359622
ratio_inv_Sensed_T25_Sensed_T3,-0.02350223869227202,-0.14561367302146322,0.37813236593257393,0.37813236593257393
temp_increment_Sensed_T25_Sensed_T3,-0.023502238620717472,-0.1456136727031877,0.3781323656415723,0.3781323656415723
tri_mean_ratio_Sensed_Fan_Speed_Sensed_T3_Sensed_T5,0.06276455319859285,0.3387636473347115,0.3771244254136394,0.3771244254136394
tri_sum_ratio_Sensed_Fan_Speed_Sensed_T3_Sensed_T5,0.06276455319859285,0.3387636473347115,0.3771244254136394,0.3771244254136394
tri_diff_ratio_Sensed_WFuel_Sensed_T3_Sensed_T45,-0.031710501418234956,-0.16641828144738222,-0.3752236993730377,0.3752236993730377
tri_weighted_Sensed_Pamb_Sensed_T3_Sensed_T45,0.03209280792285803,0.1683073479175594,0.3751819603592982,0.3751819603592982
tri_sum_ratio_Sensed_Pamb_Sensed_T3_Sensed_T45,0.03193545598971195,0.16737788820034122,0.37517135574610483,0.37517135574610483
tri_mean_ratio_Sensed_Pamb_Sensed_T3_Sensed_T45,0.03193545598971195,0.16737788820034122,0.37517135574610483,0.37517135574610483
tri_diff_ratio_Sensed_Mach_Sensed_T3_Sensed_T45,-0.03176357737648751,-0.16634368246756465,-0.37514597937128447,0.37514597937128447
ratio_Sensed_T3_Sensed_T45,0.0317756893848367,0.1664350829585456,0.37514448835301506,0.37514448835301506
temp_ratio_Sensed_T3_Sensed_T45,0.0317756893848367,0.1664350829585456,0.37514448835301506,0.37514448835301506
tri_mean_ratio_Sensed_Mach_Sensed_T3_Sensed_T45,0.03178777650698135,0.16652633709045656,0.37514278625951214,0.37514278625951214
tri_sum_ratio_Sensed_Mach_Sensed_T3_Sensed_T45,0.03178777650698135,0.16652633709045656,0.37514278625951214,0.37514278625951214
tri_weighted_Sensed_Mach_Sensed_T3_Sensed_T45,0.031799838759267784,0.1666174449153595,0.37514087345717434,0.37514087345717434
tri_diff_ratio_Sensed_Pamb_Sensed_T3_Sensed_T45,-0.03161349161030763,-0.16547885271989454,-0.3751010416323878,0.3751010416323878
tri_sum_ratio_Sensed_WFuel_Sensed_T3_Sensed_T45,0.03184031767132998,0.16644904091586837,0.3750588996832959,0.3750588996832959
tri_mean_ratio_Sensed_WFuel_Sensed_T3_Sensed_T45,0.03184031767132998,0.16644904091586837,0.3750588996832959,0.3750588996832959
tri_weighted_Sensed_WFuel_Sensed_T3_Sensed_T45,0.03190438344771337,0.1664601570592911,0.37496694325912894,0.37496694325912894
tri_sum_ratio_Sensed_Fan_Speed_Sensed_T3_Sensed_T45,0.0541838122915444,0.28361413946041236,0.3726585095688097,0.3726585095688097
tri_mean_ratio_Sensed_Fan_Speed_Sensed_T3_Sensed_T45,0.0541838122915444,0.28361413946041236,0.3726585095688097,0.3726585095688097
tri_prod_ratio_Sensed_Core_Speed_Sensed_T3_Sensed_T5,0.026267694373755594,0.18447988855837155,0.3725866200358666,0.3725866200358666
tri_ratio_diff_Sensed_T3_Sensed_T45_Sensed_P25,0.03170439864103026,0.16653321083218467,0.37057247706582774,0.37057247706582774
tri_ratio_sum_Sensed_Fan_Speed_Sensed_P25_Sensed_T5,0.06966881250928263,0.36907500516062036,0.31801996565380597,0.36907500516062036
tri_diff_ratio_Sensed_T3_Sensed_T45_Sensed_P25,0.046017571357124074,0.22282337701068874,0.3682680156072282,0.3682680156072282
tri_prod_ratio_Sensed_Fan_Speed_Sensed_T3_Sensed_T5,0.03316084672120861,0.20393746565712484,0.3672577994601311,0.3672577994601311
tri_diff_ratio_Sensed_Fan_Speed_Sensed_P25_Sensed_T5,0.0691534069125111,0.36653874941150183,0.31493134242519794,0.36653874941150183
tri_weighted_Sensed_WFuel_Sensed_Fan_Speed_Sensed_T5,0.06879352500549932,0.3641005188532469,0.3109954404879448,0.3641005188532469
tri_diff_ratio_Sensed_Pamb_Sensed_Fan_Speed_Sensed_T5,-0.06871133631641921,-0.36389051709698383,-0.31098711120872263,0.36389051709698383
tri_sum_ratio_Sensed_WFuel_Sensed_Fan_Speed_Sensed_T5,0.06872383245430526,0.36387985001362116,0.3108500733794147,0.36387985001362116
tri_mean_ratio_Sensed_WFuel_Sensed_Fan_Speed_Sensed_T5,0.06872383245430526,0.36387985001362116,0.3108500733794147,0.36387985001362116
tri_diff_ratio_Sensed_Mach_Sensed_Fan_Speed_Sensed_T5,-0.06866474904362599,-0.3636960334826885,-0.3107514990467397,0.3636960334826885
ratio_Sensed_Fan_Speed_Sensed_T5,0.0686539940453191,0.36365828353519736,0.3107039029928007,0.36365828353519736
tri_sum_ratio_Sensed_Mach_Sensed_Fan_Speed_Sensed_T5,0.06864323777262535,0.3636205097058496,0.31065630021114954,0.3636205097058496
tri_mean_ratio_Sensed_Mach_Sensed_Fan_Speed_Sensed_T5,0.06864323777262535,0.3636205097058496,0.31065630021114954,0.3636205097058496
tri_weighted_Sensed_Mach_Sensed_Fan_Speed_Sensed_T5,0.06863248024685817,0.3635827121213412,0.3106086907990166,0.3635827121213412
tri_diff_ratio_Sensed_WFuel_Sensed_Fan_Speed_Sensed_T5,-0.06858401084761806,-0.3634358239148721,-0.31055693283121066,0.3634358239148721
tri_sum_ratio_Sensed_Pamb_Sensed_Fan_Speed_Sensed_T5,0.06859645813978334,0.3634244102310721,0.31042002195544627,0.3634244102310721
tri_mean_ratio_Sensed_Pamb_Sensed_Fan_Speed_Sensed_T5,0.06859645813978334,0.3634244102310721,0.31042002195544627,0.3634244102310721
tri_weighted_Sensed_Pamb_Sensed_Fan_Speed_Sensed_T5,0.06853874156089296,0.3631889716261287,0.3101355248361566,0.3631889716261287
tri_weighted_Sensed_Fan_Speed_Sensed_P25_Sensed_T5,0.06840699178495781,0.36223538448794745,0.3086276092769709,0.36223538448794745
temp_increment_squared_Sensed_T3_Sensed_T5,0.03858916972647802,0.22645652735440502,0.3613371238496852,0.3613371238496852
tri_mean_ratio_Sensed_Fan_Speed_Sensed_P25_Sensed_T5,0.06816184848299696,0.3608242868643373,0.3065760847514312,0.3608242868643373
tri_sum_ratio_Sensed_Fan_Speed_Sensed_P25_Sensed_T5,0.06816184848299696,0.3608242868643373,0.3065760847514312,0.3608242868643373
tri_weighted_Sensed_Fan_Speed_Sensed_T45_Sensed_T5,0.06704385873042383,0.3607928575706177,0.2994616596795186,0.3607928575706177
ratio_inv_Sensed_T25_Sensed_T45,-0.07382566773307714,-0.3605610230205902,-0.36078418903869325,0.36078418903869325
temp_increment_Sensed_T25_Sensed_T45,-0.07382566768684118,-0.36056102282312924,-0.3607841888934017,0.3607841888934017
tri_prod_ratio_Sensed_Fan_Speed_Sensed_Core_Speed_Sensed_T5,0.05667154152017893,0.3371743470593444,0.35840851816424907,0.35840851816424907
tri_ratio_diff_Sensed_Fan_Speed_Sensed_P25_Sensed_T5,0.06758251664526554,0.3580067608533574,0.303223981803421,0.3580067608533574
tri_mean_ratio_Sensed_Fan_Speed_Sensed_T45_Sensed_T5,0.06514939926480015,0.3550014354876295,0.28792435189110394,0.3550014354876295
tri_sum_ratio_Sensed_Fan_Speed_Sensed_T45_Sensed_T5,0.06514939926480015,0.3550014354876295,0.28792435189110394,0.3550014354876295
tri_weighted_Sensed_Fan_Speed_Sensed_T3_Sensed_T5,0.06556076603006193,0.35120395712031616,0.35475722942993543,0.35475722942993543
tri_weighted_Sensed_Fan_Speed_Sensed_T3_Sensed_T45,0.05870238735939495,0.3072304658157272,0.3543376882530269,0.3543376882530269
tri_ratio_sum_Sensed_Fan_Speed_Sensed_T45_Sensed_T5,0.06744014479333123,0.3536621098962991,0.3161521860012312,0.3536621098962991
tri_prod_ratio_Sensed_Altitude_Sensed_T3_Sensed_T5,0.05025633559070874,0.22096660844692823,0.35360575298882535,0.35360575298882535
tri_ratio_diff_Sensed_WFuel_Sensed_Fan_Speed_Sensed_T5,-0.06449066968419509,-0.35231234425330105,-0.34078293839368423,0.35231234425330105
ratio_Sensed_TAT_Sensed_T45,0.06159783563826362,0.3517172738544736,0.3418367163492469,0.3517172738544736
tri_ratio_sum_Sensed_Fan_Speed_Sensed_T3_Sensed_T5,0.06824089959386131,0.3490932830950154,0.16113946530293752,0.3490932830950154
tri_prod_ratio_Sensed_Pamb_Sensed_T3_Sensed_T5,0.030207862925286735,0.2074630304763465,0.34883387500387764,0.34883387500387764
tri_ratio_sum_Sensed_Fan_Speed_Sensed_T3_Sensed_T45,0.0688868709328321,0.34804976397126586,0.19593570272055472,0.34804976397126586
meta_diff_T3T45_T3T5,-0.047819019982144315,-0.2798980490114892,-0.34677376244181823,0.34677376244181823
tri_diff_ratio_Sensed_T3_Sensed_T45_Sensed_T5,0.02352476409033863,0.12043440349025489,0.34243351325597515,0.34243351325597515
ratio_squared_Sensed_TAT_Sensed_T5,0.058353216062676766,0.34083702270331806,0.29968893068803476,0.34083702270331806
tri_diff_ratio_Sensed_Fan_Speed_Sensed_T45_Sensed_T5,0.06714286905690124,0.33864542846943324,0.3157438133600253,0.33864542846943324
ratio_squared_Sensed_TAT_Sensed_T3,0.05776538359429597,0.3363506956064586,-0.12242065022035598,0.3363506956064586
quad_sum_ratio_Sensed_Pamb_Sensed_Fan_Speed_Sensed_Ps3_Sensed_T45,0.061993928313300015,0.3359228263609576,0.2811443211031055,0.3359228263609576
tri_ratio_sum_Sensed_Fan_Speed_Sensed_T45_Sensed_P25,0.06392644153724514,0.33468086423956667,0.31193103327914534,0.33468086423956667
temp_ratio_Sensed_T25_Sensed_T5,0.06135546412543809,0.33378722602933697,0.2916602180107292,0.33378722602933697
ratio_Sensed_T25_Sensed_T5,0.06135546412543809,0.33378722602933697,0.2916602180107292,0.33378722602933697
tri_weighted_Sensed_WFuel_Sensed_Fan_Speed_Sensed_T45,0.06365002594535764,0.33253696766167173,0.30797920150357294,0.33253696766167173
tri_mean_ratio_Sensed_WFuel_Sensed_Fan_Speed_Sensed_T45,0.0635067635198467,0.3320546579893362,0.30758736276848286,0.3320546579893362
tri_sum_ratio_Sensed_WFuel_Sensed_Fan_Speed_Sensed_T45,0.0635067635198467,0.3320546579893362,0.30758736276848286,0.3320546579893362
tri_diff_ratio_Sensed_Pamb_Sensed_Fan_Speed_Sensed_T45,-0.0634428866684203,-0.3318982329342933,-0.3076017566936109,0.3318982329342933
tri_diff_ratio_Sensed_Mach_Sensed_Fan_Speed_Sensed_T45,-0.06337362013478198,-0.3316015251166533,-0.3072412489140625,0.3316015251166533
ratio_Sensed_Fan_Speed_Sensed_T45,0.06336327581805856,0.33157044505464894,0.307193611640667,0.33157044505464894
tri_mean_ratio_Sensed_Mach_Sensed_Fan_Speed_Sensed_T45,0.0633529250757649,0.33153931118329655,0.3071459410142774,0.33153931118329655
tri_sum_ratio_Sensed_Mach_Sensed_Fan_Speed_Sensed_T45,0.0633529250757649,0.33153931118329655,0.3071459410142774,0.33153931118329655
tri_weighted_Sensed_Mach_Sensed_Fan_Speed_Sensed_T45,0.06334256794424578,0.331508123702432,0.3070982372121497,0.331508123702432
tri_mean_ratio_Sensed_Pamb_Sensed_Fan_Speed_Sensed_T45,0.0632834869487243,0.33124089789395395,0.30678481027633586,0.33124089789395395
tri_sum_ratio_Sensed_Pamb_Sensed_Fan_Speed_Sensed_T45,0.0632834869487243,0.33124089789395395,0.30678481027633586,0.33124089789395395
tri_diff_ratio_Sensed_WFuel_Sensed_Fan_Speed_Sensed_T45,-0.06321957042108897,-0.33108436376645645,-0.30679797948269827,0.33108436376645645
tri_weighted_Sensed_Pamb_Sensed_Fan_Speed_Sensed_T45,0.06320353873308174,0.33090969692113,0.30637544119049775,0.33090969692113
tri_ratio_diff_Sensed_Fan_Speed_Sensed_T45_Sensed_P25,0.06277735693213178,0.328361525111308,0.3023775781130269,0.328361525111308
tri_weighted_Sensed_Fan_Speed_Sensed_Core_Speed_Sensed_T5,0.05936201771695793,0.3282919380862344,0.3098608130009113,0.3282919380862344
ratio_Sensed_Ps3_Sensed_T45,0.051831396996639925,0.22919661980898948,0.32519815949476205,0.32519815949476205
tri_mean_ratio_Sensed_Fan_Speed_Sensed_Core_Speed_Sensed_T5,0.05846306962908482,0.32453846870268477,0.30879172772591124,0.32453846870268477
tri_sum_ratio_Sensed_Fan_Speed_Sensed_Core_Speed_Sensed_T5,0.05846306962908482,0.32453846870268477,0.30879172772591124,0.32453846870268477
tri_ratio_sum_Sensed_Core_Speed_Sensed_P25_Sensed_T5,0.05805614392818205,0.32384835715499577,0.31396319992825006,0.32384835715499577
ratio_squared_Sensed_Fan_Speed_Sensed_T5,0.059969158980387884,0.32356606397795795,0.2731269589416037,0.32356606397795795
tri_mean_ratio_Sensed_Core_Speed_Sensed_T45_Sensed_T5,0.05773328979277395,0.322590694828497,0.3073378482742271,0.322590694828497
tri_sum_ratio_Sensed_Core_Speed_Sensed_T45_Sensed_T5,0.05773328979277395,0.322590694828497,0.3073378482742271,0.322590694828497
tri_weighted_Sensed_Core_Speed_Sensed_T45_Sensed_T5,0.05756886907667521,0.32134456788706417,0.30738799959831564,0.32134456788706417
ratio_Sensed_Ps3_Sensed_T5,0.05501129359676678,0.2541546040592268,0.32104017007252833,0.32104017007252833
tri_diff_ratio_Sensed_Core_Speed_Sensed_P25_Sensed_T5,0.05741032161073113,0.32015980208525197,0.3076924951210719,0.32015980208525197
tri_weighted_Sensed_WFuel_Sensed_Core_Speed_Sensed_T5,0.05740195619339248,0.32005225157700956,0.3074087376269957,0.32005225157700956
tri_mean_ratio_Sensed_WFuel_Sensed_Core_Speed_Sensed_T5,0.05739637321251466,0.3200342055923267,0.30739552278034343,0.3200342055923267
tri_sum_ratio_Sensed_WFuel_Sensed_Core_Speed_Sensed_T5,0.05739637321251466,0.3200342055923267,0.30739552278034343,0.3200342055923267
tri_diff_ratio_Sensed_Pamb_Sensed_Core_Speed_Sensed_T5,-0.057392843991631845,-0.320027233693901,-0.30741148223257375,0.320027233693901
tri_diff_ratio_Sensed_Mach_Sensed_Core_Speed_Sensed_T5,-0.05739124719563879,-0.3200175865703765,-0.30738601694047035,0.3200175865703765
ratio_Sensed_Core_Speed_Sensed_T5,0.05739078954034388,0.32001615472822476,0.3073823029243685,0.32001615472822476
tri_sum_ratio_Sensed_Mach_Sensed_Core_Speed_Sensed_T5,0.05739033185641805,0.320014722645049,0.3073785888466669,0.320014722645049
tri_mean_ratio_Sensed_Mach_Sensed_Core_Speed_Sensed_T5,0.05739033185641805,0.320014722645049,0.3073785888466669,0.320014722645049
tri_weighted_Sensed_Mach_Sensed_Core_Speed_Sensed_T5,0.05738987414387251,0.320013290320918,0.3073748747074199,0.320013290320918
tri_sum_ratio_Sensed_Pamb_Sensed_Core_Speed_Sensed_T5,0.0573887337383642,0.32000506794730477,0.30735313006381726,0.32000506794730477
tri_mean_ratio_Sensed_Pamb_Sensed_Core_Speed_Sensed_T5,0.0573887337383642,0.32000506794730477,0.30735313006381726,0.32000506794730477
tri_diff_ratio_Sensed_WFuel_Sensed_Core_Speed_Sensed_T5,-0.05738520517742335,-0.31999809898708165,-0.30736907806114977,0.31999809898708165
tri_weighted_Sensed_Pamb_Sensed_Core_Speed_Sensed_T5,0.05738667659079749,0.31999397337986857,0.30732396366556436,0.31999397337986857
tri_weighted_Sensed_Core_Speed_Sensed_T3_Sensed_T5,0.05737283894322877,0.31995517297966897,0.3122242820950315,0.31995517297966897
tri_weighted_Sensed_Core_Speed_Sensed_P25_Sensed_T5,0.05738101687112726,0.31994432851975785,0.3072273752590461,0.31994432851975785
tri_mean_ratio_Sensed_Core_Speed_Sensed_P25_Sensed_T5,0.05737123984854982,0.31987250097134673,0.307072560017839,0.31987250097134673
tri_sum_ratio_Sensed_Core_Speed_Sensed_P25_Sensed_T5,0.05737123984854982,0.31987250097134673,0.307072560017839,0.31987250097134673
tri_diff_ratio_Sensed_Core_Speed_Sensed_T3_Sensed_T5,0.05737878718064139,0.3198651744683391,0.2967058023418512,0.3198651744683391
tri_sum_ratio_Sensed_Core_Speed_Sensed_T3_Sensed_T5,0.05734178626463443,0.31981932640218336,0.3167680136564389,0.31981932640218336
tri_mean_ratio_Sensed_Core_Speed_Sensed_T3_Sensed_T5,0.05734178626463443,0.31981932640218336,0.3167680136564389,0.31981932640218336
tri_prod_ratio_Sensed_Fan_Speed_Sensed_T3_Sensed_T45,0.020394603627364907,0.12296493317853671,0.3190368185249717,0.3190368185249717
ratio_inv_Sensed_Pt2_Sensed_P25,-0.019941818028734064,-0.15503696632042424,-0.31872478365452694,0.31872478365452694
diff_Sensed_T25_Sensed_T45,0.0701139501223821,0.3182385037177555,0.27173588435827345,0.3182385037177555
temp_diff_Sensed_T25_Sensed_T45,0.0701139501223821,0.3182385037177555,0.27173588435827345,0.3182385037177555
tri_diff_ratio_Sensed_Core_Speed_Sensed_T45_Sensed_T5,0.05699136442790801,0.3170997993409829,0.3071908300055637,0.3170997993409829
tri_ratio_diff_Sensed_Core_Speed_Sensed_P25_Sensed_T5,0.05666852584554147,0.315935724780827,0.30058976859348185,0.315935724780827
tri_diff_ratio_Sensed_Fan_Speed_Sensed_Core_Speed_Sensed_T5,-0.05609460149265472,-0.31449012126063947,-0.3055018891400207,0.31449012126063947
tri_prod_ratio_Sensed_Fan_Speed_Sensed_Core_Speed_Sensed_T45,0.0417356973091831,0.259283752360453,0.3143295343912648,0.3143295343912648
tri_prod_ratio_Sensed_Altitude_Sensed_T3_Sensed_T45,0.03808522439476385,0.13990888627157966,0.3128926637362327,0.3128926637362327
tri_prod_ratio_Sensed_Pamb_Sensed_Fan_Speed_Sensed_T5,0.05224911432454468,0.3111305601102957,0.27568882189206667,0.3111305601102957
tri_ratio_sum_Sensed_Core_Speed_Sensed_T3_Sensed_T5,0.056868861383422384,0.3075529198884468,0.1869589385899563,0.3075529198884468
tri_prod_ratio_Sensed_Altitude_Sensed_Fan_Speed_Sensed_T5,0.067251171884155,0.30540819381377116,0.2550794088093168,0.30540819381377116
ratio_squared_Sensed_TAT_Sensed_T45,0.05205745168914144,0.305380136903081,0.2939477274774625,0.305380136903081
ratio_squared_Sensed_Fan_Speed_Sensed_T45,0.05669146368633968,0.3009919997232664,0.2759975383170068,0.3009919997232664
tri_prod_ratio_Sensed_Pamb_Sensed_T3_Sensed_T45,0.017248125565093524,0.12565062926728515,0.2974801857342583,0.2974801857342583
tri_ratio_diff_Sensed_WFuel_Sensed_Fan_Speed_Sensed_T3,-0.05084967745939907,-0.2969154370908337,0.016967422471563687,0.2969154370908337
quad_diff_ratio_Sensed_Pamb_Sensed_Fan_Speed_Sensed_Ps3_Sensed_T45,-0.05640827360734034,-0.2930211745058228,-0.2958989307165186,0.2958989307165186
tri_ratio_sum_Sensed_Core_Speed_Sensed_T45_Sensed_T5,0.05148495089170445,0.2884569108792911,0.2945930453984954,0.2945930453984954
tri_sum_ratio_Sensed_Altitude_Sensed_Core_Speed_Sensed_T5,0.06038615506237924,0.2935169213499382,0.24891156787930147,0.2935169213499382
