feature,Cycles_to_WW,Cycles_to_HPC_SV,Cycles_to_HPT_SV,abs_max_corr
tri_ratio_diff_Sensed_Altitude_Sensed_T3_Sensed_T45,0.09350340350858455,0.3534587294839904,0.5673391348409553,0.5673391348409553
tri_ratio_diff_Sensed_Pamb_Sensed_T3_Sensed_T45,0.08199748423289516,0.34756224713791695,0.5671145379476312,0.5671145379476312
tri_ratio_diff_Sensed_Mach_Sensed_T3_Sensed_T45,0.07148417099086585,0.31800246583137937,0.5075766857250124,0.5075766857250124
meta_product_T3T45_Ps3P25,0.04351446007157454,0.21822977767811425,0.5014352690159664,0.5014352690159664
ratio_inv_Sensed_T25_Sensed_T5,-0.09544388234350978,-0.48776952547452657,-0.4328712992165088,0.48776952547452657
temp_increment_Sensed_T25_Sensed_T5,-0.09544388229863528,-0.48776952529405415,-0.43287129911855426,0.48776952529405415
diff_Sensed_T3_Sensed_T45,0.06217346207432227,0.28877988669257804,0.4735363007862366,0.4735363007862366
temp_diff_Sensed_T3_Sensed_T45,0.06217346207432227,0.28877988669257804,0.4735363007862366,0.4735363007862366
temp_increment_squared_Sensed_T25_Sensed_T45,-0.09456719872700467,-0.45788108759462165,-0.4622381103051724,0.4622381103051724
tri_ratio_diff_Sensed_WFuel_Sensed_Fan_Speed_Sensed_T45,0.11484427038640384,0.4487743684668488,0.3974205332644427,0.4487743684668488
tri_ratio_diff_Sensed_Altitude_Sensed_Fan_Speed_Sensed_T5,-0.09053164431931027,-0.4486647882758086,-0.4100176085239111,0.4486647882758086
tri_ratio_diff_Sensed_Pamb_Sensed_Fan_Speed_Sensed_T45,0.11119369444245976,0.4459412822752092,0.4056591565209627,0.4459412822752092
quad_diff_ratio_Sensed_Pamb_Sensed_VAFN_Sensed_Fan_Speed_Sensed_T45,-0.11179692152958187,-0.44483150200520427,-0.3947400341873514,0.44483150200520427
tri_ratio_diff_Sensed_Altitude_Sensed_Fan_Speed_Sensed_T45,0.11362885565179168,0.4434929416111772,0.4005493171528085,0.4434929416111772
tri_ratio_diff_Sensed_Mach_Sensed_Fan_Speed_Sensed_T45,0.10897499345476709,0.44222123365908156,0.39926739791451504,0.44222123365908156
tri_ratio_sum_Sensed_T3_Sensed_P25_Sensed_T5,0.0473720743400666,0.2651229524528339,0.4369242252709743,0.4369242252709743
tri_ratio_diff_Sensed_Mach_Sensed_Fan_Speed_Sensed_T5,-0.1009759904115984,-0.4364889711796142,-0.40094128313288024,0.4364889711796142
tri_ratio_diff_Sensed_Pamb_Sensed_Fan_Speed_Sensed_T5,-0.09692691345371598,-0.43471233909960105,-0.3866587467808045,0.43471233909960105
tri_diff_ratio_Sensed_T3_Sensed_P25_Sensed_T5,0.04657289899830823,0.26170749805070187,0.43037649133970046,0.43037649133970046
temp_diff_Sensed_T25_Sensed_T5,0.08558279455810354,0.4288418552111142,0.35451127369938484,0.4288418552111142
diff_Sensed_T25_Sensed_T5,0.08558279455810354,0.4288418552111142,0.35451127369938484,0.4288418552111142
tri_diff_ratio_Sensed_Pamb_Sensed_T3_Sensed_T5,-0.04665190391870973,-0.26151632642687894,-0.4253813241767562,0.4253813241767562
tri_weighted_Sensed_WFuel_Sensed_T3_Sensed_T5,0.04692967447842729,0.2626148820342551,0.4253216598365601,0.4253216598365601
tri_sum_ratio_Sensed_WFuel_Sensed_T3_Sensed_T5,0.04685712237939006,0.2624357766979714,0.4251653406559293,0.4251653406559293
tri_mean_ratio_Sensed_WFuel_Sensed_T3_Sensed_T5,0.04685712237939006,0.2624357766979714,0.4251653406559293,0.4251653406559293
tri_diff_ratio_Sensed_Mach_Sensed_T3_Sensed_T5,-0.046778057119224545,-0.26220151651579116,-0.4250760152371187,0.4250760152371187
temp_ratio_Sensed_T3_Sensed_T5,0.04678432640491802,0.262255158786036,0.42500648459327506,0.42500648459327506
ratio_Sensed_T3_Sensed_T5,0.04678432640491802,0.262255158786036,0.42500648459327506,0.42500648459327506
tri_sum_ratio_Sensed_Mach_Sensed_T3_Sensed_T5,0.046790566650756614,0.262308621028944,0.42493680802168593,0.42493680802168593
tri_mean_ratio_Sensed_Mach_Sensed_T3_Sensed_T5,0.046790566650756614,0.262308621028944,0.42493680802168593,0.42493680802168593
tri_weighted_Sensed_Mach_Sensed_T3_Sensed_T5,0.04679677792048694,0.262361903598506,0.4248669861243456,0.4248669861243456
tri_diff_ratio_Sensed_WFuel_Sensed_T3_Sensed_T5,-0.04671128843091177,-0.26207303472563603,-0.42484509965842654,0.42484509965842654
temp_increment_squared_Sensed_T25_Sensed_T3,-0.023544754431663498,-0.16625946046456985,0.4247321559589755,0.4247321559589755
tri_mean_ratio_Sensed_Pamb_Sensed_T3_Sensed_T5,0.046913827549611,0.26297764575287624,0.42461896117107645,0.42461896117107645
tri_sum_ratio_Sensed_Pamb_Sensed_T3_Sensed_T5,0.046913827549611,0.26297764575287624,0.42461896117107645,0.42461896117107645
tri_weighted_Sensed_Pamb_Sensed_T3_Sensed_T5,0.04704045446857456,0.263684051422053,0.4242191735158587,0.4242191735158587
tri_weighted_Sensed_T3_Sensed_P25_Sensed_T5,0.04687685990843997,0.26246293793893294,0.4222913138444287,0.4222913138444287
tri_mean_ratio_Sensed_T3_Sensed_P25_Sensed_T5,0.046961070588426794,0.2626292955908547,0.41956038101805465,0.41956038101805465
tri_sum_ratio_Sensed_T3_Sensed_P25_Sensed_T5,0.046961070588426794,0.2626292955908547,0.41956038101805465,0.41956038101805465
tri_weighted_Sensed_T3_Sensed_T45_Sensed_T5,0.05200930162835018,0.29638343508697196,0.41800522561681747,0.41800522561681747
tri_ratio_sum_Sensed_T3_Sensed_T45_Sensed_T5,0.03973272625411509,0.2152560402933959,0.4167523088243304,0.4167523088243304
tri_ratio_diff_Sensed_T3_Sensed_P25_Sensed_T5,0.046118020160540646,0.2590087138709691,0.41264784071069605,0.41264784071069605
ratio_Sensed_TAT_Sensed_T5,0.0716608868533681,0.40593401070671986,0.36105833941817894,0.40593401070671986
tri_sum_ratio_Sensed_T3_Sensed_T45_Sensed_T5,0.05404946155730389,0.31132228217984126,0.3971158753643711,0.3971158753643711
tri_mean_ratio_Sensed_T3_Sensed_T45_Sensed_T5,0.05404946155730389,0.31132228217984126,0.3971158753643711,0.3971158753643711
tri_ratio_sum_Sensed_T3_Sensed_T45_Sensed_P25,0.03182273873324057,0.16622166017289497,0.3794580422359622,0.3794580422359622
ratio_inv_Sensed_T25_Sensed_T3,-0.02350223869227202,-0.14561367302146322,0.37813236593257393,0.37813236593257393
temp_increment_Sensed_T25_Sensed_T3,-0.023502238620717472,-0.1456136727031877,0.3781323656415723,0.3781323656415723
tri_mean_ratio_Sensed_Fan_Speed_Sensed_T3_Sensed_T5,0.06276455319859285,0.3387636473347115,0.3771244254136394,0.3771244254136394
tri_sum_ratio_Sensed_Fan_Speed_Sensed_T3_Sensed_T5,0.06276455319859285,0.3387636473347115,0.3771244254136394,0.3771244254136394
tri_diff_ratio_Sensed_WFuel_Sensed_T3_Sensed_T45,-0.031710501418234956,-0.16641828144738222,-0.3752236993730377,0.3752236993730377
tri_weighted_Sensed_Pamb_Sensed_T3_Sensed_T45,0.03209280792285803,0.1683073479175594,0.3751819603592982,0.3751819603592982
tri_sum_ratio_Sensed_Pamb_Sensed_T3_Sensed_T45,0.03193545598971195,0.16737788820034122,0.37517135574610483,0.37517135574610483
tri_mean_ratio_Sensed_Pamb_Sensed_T3_Sensed_T45,0.03193545598971195,0.16737788820034122,0.37517135574610483,0.37517135574610483
tri_diff_ratio_Sensed_Mach_Sensed_T3_Sensed_T45,-0.03176357737648751,-0.16634368246756465,-0.37514597937128447,0.37514597937128447
ratio_Sensed_T3_Sensed_T45,0.0317756893848367,0.1664350829585456,0.37514448835301506,0.37514448835301506
temp_ratio_Sensed_T3_Sensed_T45,0.0317756893848367,0.1664350829585456,0.37514448835301506,0.37514448835301506
tri_mean_ratio_Sensed_Mach_Sensed_T3_Sensed_T45,0.03178777650698135,0.16652633709045656,0.37514278625951214,0.37514278625951214
tri_sum_ratio_Sensed_Mach_Sensed_T3_Sensed_T45,0.03178777650698135,0.16652633709045656,0.37514278625951214,0.37514278625951214
tri_weighted_Sensed_Mach_Sensed_T3_Sensed_T45,0.031799838759267784,0.1666174449153595,0.37514087345717434,0.37514087345717434
tri_diff_ratio_Sensed_Pamb_Sensed_T3_Sensed_T45,-0.03161349161030763,-0.16547885271989454,-0.3751010416323878,0.3751010416323878
tri_sum_ratio_Sensed_WFuel_Sensed_T3_Sensed_T45,0.03184031767132998,0.16644904091586837,0.3750588996832959,0.3750588996832959
tri_mean_ratio_Sensed_WFuel_Sensed_T3_Sensed_T45,0.03184031767132998,0.16644904091586837,0.3750588996832959,0.3750588996832959
tri_weighted_Sensed_WFuel_Sensed_T3_Sensed_T45,0.03190438344771337,0.1664601570592911,0.37496694325912894,0.37496694325912894
tri_sum_ratio_Sensed_Fan_Speed_Sensed_T3_Sensed_T45,0.0541838122915444,0.28361413946041236,0.3726585095688097,0.3726585095688097
tri_mean_ratio_Sensed_Fan_Speed_Sensed_T3_Sensed_T45,0.0541838122915444,0.28361413946041236,0.3726585095688097,0.3726585095688097
tri_prod_ratio_Sensed_Core_Speed_Sensed_T3_Sensed_T5,0.026267694373755594,0.18447988855837155,0.3725866200358666,0.3725866200358666
tri_ratio_diff_Sensed_T3_Sensed_T45_Sensed_P25,0.03170439864103026,0.16653321083218467,0.37057247706582774,0.37057247706582774
tri_ratio_sum_Sensed_Fan_Speed_Sensed_P25_Sensed_T5,0.06966881250928263,0.36907500516062036,0.31801996565380597,0.36907500516062036
tri_diff_ratio_Sensed_T3_Sensed_T45_Sensed_P25,0.046017571357124074,0.22282337701068874,0.3682680156072282,0.3682680156072282
tri_prod_ratio_Sensed_Fan_Speed_Sensed_T3_Sensed_T5,0.03316084672120861,0.20393746565712484,0.3672577994601311,0.3672577994601311
tri_diff_ratio_Sensed_Fan_Speed_Sensed_P25_Sensed_T5,0.0691534069125111,0.36653874941150183,0.31493134242519794,0.36653874941150183
tri_weighted_Sensed_WFuel_Sensed_Fan_Speed_Sensed_T5,0.06879352500549932,0.3641005188532469,0.3109954404879448,0.3641005188532469
tri_diff_ratio_Sensed_Pamb_Sensed_Fan_Speed_Sensed_T5,-0.06871133631641921,-0.36389051709698383,-0.31098711120872263,0.36389051709698383
tri_sum_ratio_Sensed_WFuel_Sensed_Fan_Speed_Sensed_T5,0.06872383245430526,0.36387985001362116,0.3108500733794147,0.36387985001362116
tri_mean_ratio_Sensed_WFuel_Sensed_Fan_Speed_Sensed_T5,0.06872383245430526,0.36387985001362116,0.3108500733794147,0.36387985001362116
tri_diff_ratio_Sensed_Mach_Sensed_Fan_Speed_Sensed_T5,-0.06866474904362599,-0.3636960334826885,-0.3107514990467397,0.3636960334826885
ratio_Sensed_Fan_Speed_Sensed_T5,0.0686539940453191,0.36365828353519736,0.3107039029928007,0.36365828353519736
tri_sum_ratio_Sensed_Mach_Sensed_Fan_Speed_Sensed_T5,0.06864323777262535,0.3636205097058496,0.31065630021114954,0.3636205097058496
tri_mean_ratio_Sensed_Mach_Sensed_Fan_Speed_Sensed_T5,0.06864323777262535,0.3636205097058496,0.31065630021114954,0.3636205097058496
tri_weighted_Sensed_Mach_Sensed_Fan_Speed_Sensed_T5,0.06863248024685817,0.3635827121213412,0.3106086907990166,0.3635827121213412
tri_diff_ratio_Sensed_WFuel_Sensed_Fan_Speed_Sensed_T5,-0.06858401084761806,-0.3634358239148721,-0.31055693283121066,0.3634358239148721
